TK,ΠΕΡΙΟΧΗ,ΧΩΡΑ,ΠΟΛΗ,ΝΟΜΟΣ
58500,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΣΚΥΔΡΑ,ΠΕΛΛΑ
58003,ΠΕΛΛΗΣ,ΕΛΛΑΣ,ΦΟΥΣΤΑΝΗ,ΠΕΛΛΑ
54500,ΠΕΝΤΑΛΟΦΟ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
15236,ΠΕΝΤΕΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18863,ΠΕΡΑΜΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
12131,ΠΕΡΙΣΤΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
12132,ΠΕΡΙΣΤΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
12133,ΠΕΡΙΣΤΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
12134,ΠΕΡΙΣΤΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
12135,ΠΕΡΙΣΤΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
12136,ΠΕΡΙΣΤΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
12137,ΠΕΡΙΣΤΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11852,ΠΕΤΡΑΛΩΝΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11853,ΠΕΤΡΑΛΩΝΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11854,ΠΕΤΡΑΛΩΝΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
13231,ΠΕΤΡΟΥΠΟΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
54500,ΠΕΤΡΩΤΟ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
15121,ΠΕΥΚΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
60300,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΑΙΓΙΝΙΟ,ΠΙΕΡΙΑ
60100,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΚΑΤΕΡΙΝΗ,ΠΙΕΡΙΑ
60064,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΚΙΤΡΟΣ,ΠΙΕΡΙΑ
60061,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΚΟΛΙΝΔΡΟΣ,ΠΙΕΡΙΑ
60063,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΛΕΠΤΟΚΑΡΥΑ,ΠΙΕΡΙΑ
60200,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΛΙΤΟΧΩΡΟ,ΠΙΕΡΙΑ
60066,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΜΕΘΩΝΗ,ΠΙΕΡΙΑ
60065,ΠΙΕΡΙΑΣ,ΕΛΛΑΣ,ΠΛΑΤΑΜΩΝΑΣ,ΠΙΕΡΙΑ
18534,ΠΛ. ΑΛΕΞΑΝΔΡΑΣ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
11252,ΠΛ. ΑΜΕΡΙΚΗΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11253,ΠΛ. ΑΜΕΡΙΚΗΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10446,ΠΛ. ΑΤΤΙΚΗΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10433,ΠΛ. ΒΙΚΤΩΡΙΑΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10434,ΠΛ. ΒΙΚΤΩΡΙΑΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11251,ΠΛ. ΒΙΚΤΩΡΙΑΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10677,ΠΛ. ΚΑΝΝΙΓΓΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10438,ΠΛ. ΚΑΡΑΪΣΚΑΚΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10559,ΠΛ. ΚΛΑΥΘΜΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10560,ΠΛ. ΚΛΑΥΘΜΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10561,ΠΛ. ΚΛΑΥΘΜΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10564,ΠΛ. ΚΛΑΥΘΜΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11254,ΠΛ. ΚΟΛΙΑΤΣΟΥ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10551,ΠΛ. ΚΟΤΖΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10552,ΠΛ. ΚΟΤΖΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10553,ΠΛ. ΚΟΥΜΟΥΝΔΟΥΡΟΥ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10555,ΠΛΑΚΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10556,ΠΛΑΚΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10557,ΠΛΑΚΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10558,ΠΛΑΚΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
56429,ΠΟΛΙΧΝΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
56532,ΠΟΛΙΧΝΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
56533,ΠΟΛΙΧΝΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
11476,ΠΟΛΥΓΩΝΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15243,ΠΟΛΥΔΡΟΣΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18020,ΠΟΡΟΣ,ΕΛΛΑΣ,ΠΟΡΟΣ,ΑΤΤΙΚΗ
48300,ΠΡΕΒΕΖΑΣ,ΕΛΛΑΣ,ΘΕΣΠΡΩΤΙΚΟ,ΠΡΕΒΕΖΑ
48062,ΠΡΕΒΕΖΑΣ,ΕΛΛΑΣ,ΚΑΝΑΛΛΑΚΙ,ΠΡΕΒΕΖΑ
48061,ΠΡΕΒΕΖΑΣ,ΕΛΛΑΣ,ΛΟΥΡΟΣ,ΠΡΕΒΕΖΑ
48060,ΠΡΕΒΕΖΑΣ,ΕΛΛΑΣ,ΠΑΡΓΑ,ΠΡΕΒΕΖΑ
48100,ΠΡΕΒΕΖΑΣ,ΕΛΛΑΣ,ΠΡΕΒΕΖΑ,ΠΡΕΒΕΖΑ
48200,ΠΡΕΒΕΖΑΣ,ΕΛΛΑΣ,ΦΙΛΙΠΠΙΑΔΑ,ΠΡΕΒΕΖΑ
10447,ΠΡΟΦΗΤΗΣ ΔΑΝΙΗΛ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
55535,ΠΥΛΑΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
19009,ΡΑΦΗΝΑ,ΕΛΛΑΣ,ΡΑΦΗΝΑ,ΑΤΤΙΚΗ
18233,ΡΕΝΤΗΣ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
69200,ΡΟΔΟΠΗΣ,ΕΛΛΑΣ,ΙΑΣΜΟΣ,ΡΟΔΟΠΗ
69100,ΡΟΔΟΠΗΣ,ΕΛΛΑΣ,ΚΟΜΟΤΗΝΗ,ΡΟΔΟΠΗ
69400,ΡΟΔΟΠΗΣ,ΕΛΛΑΣ,ΞΥΛΑΓΑΝΗ,ΡΟΔΟΠΗ
69500,ΡΟΔΟΠΗΣ,ΕΛΛΑΣ,ΟΡΓΑΝΗ,ΡΟΔΟΠΗ
69300,ΡΟΔΟΠΗΣ,ΕΛΛΑΣ,ΣΑΠΕΣ,ΡΟΔΟΠΗ
14574,ΡΟΔΟΠΟΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
85102,ΡΟΔΟΣ,ΕΛΛΑΣ,ΑΡΧΑΓΓΕΛΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85103,ΡΟΔΟΣ,ΕΛΛΑΣ,ΑΦΑΝΤΟΥ,ΔΩΔΕΚΑΝΗΣΑ
85109,ΡΟΔΟΣ,ΕΛΛΑΣ,ΓΕΝΝΑΔΙ,ΔΩΔΕΚΑΝΗΣΑ
85101,ΡΟΔΟΣ,ΕΛΛΑΣ,ΙΑΛΥΣΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85105,ΡΟΔΟΣ,ΕΛΛΑΣ,ΚΑΛΥΘΙΕΣ,ΔΩΔΕΚΑΝΗΣΑ
85104,ΡΟΔΟΣ,ΕΛΛΑΣ,ΚΡΕΜΑΣΤΗ,ΔΩΔΕΚΑΝΗΣΑ
85108,ΡΟΔΟΣ,ΕΛΛΑΣ,ΚΡΗΤΗΝΙΑ,ΔΩΔΕΚΑΝΗΣΑ
85107,ΡΟΔΟΣ,ΕΛΛΑΣ,ΛΙΝΔΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85106,ΡΟΔΟΣ,ΕΛΛΑΣ,ΠΑΡΑΔΕΙΣΙ,ΔΩΔΕΚΑΝΗΣΑ
85100,ΡΟΔΟΣ,ΕΛΛΑΣ,ΡΟΔΟΣ,ΔΩΔΕΚΑΝΗΣΑ
11855,ΡΟΥΦ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18903,ΣΑΛΑΜΙΝΑ,ΕΛΛΑΣ,ΑΙΑΝΤΕΙΟ,ΑΤΤΙΚΗ
18902,ΣΑΛΑΜΙΝΑ,ΕΛΛΑΣ,ΑΜΠΕΛΑΚΙΑ,ΑΤΤΙΚΗ
18901,ΣΑΛΑΜΙΝΑ,ΕΛΛΑΣ,ΠΑΛΟΥΚΙΑ,ΑΤΤΙΚΗ
18900,ΣΑΛΑΜΙΝΑ,ΕΛΛΑΣ,ΣΑΛΑΜΙΝΑ,ΑΤΤΙΚΗ
83200,ΣΑΜΟΣ,ΕΛΛΑΣ,ΚΑΡΛΟΒΑΣΙ,ΣΑΜΟΣ
83102,ΣΑΜΟΣ,ΕΛΛΑΣ,ΜΑΡΑΘΟΚΑΜΠΟΣ,ΣΑΜΟΣ
83101,ΣΑΜΟΣ,ΕΛΛΑΣ,ΜΥΤΙΛΗΝΙΟΙ,ΣΑΜΟΣ
83103,ΣΑΜΟΣ,ΕΛΛΑΣ,ΠΥΘΑΓΟΡΕΙΟ,ΣΑΜΟΣ
83104,ΣΑΜΟΣ,ΕΛΛΑΣ,ΠΥΡΓΟΣ ΣΑΜΟΥ,ΣΑΜΟΣ
83100,ΣΑΜΟΣ,ΕΛΛΑΣ,ΣΑΜΟΣ,ΣΑΜΟΣ
84703,ΣΑΝΤΟΡΙΝΗ,ΕΛΛΑΣ,ΕΜΠΟΡΙΟ,ΚΥΚΛΑΔΕΣ
84700,ΣΑΝΤΟΡΙΝΗ,ΕΛΛΑΣ,ΘΗΡΑ,ΚΥΚΛΑΔΕΣ
84702,ΣΑΝΤΟΡΙΝΗ,ΕΛΛΑΣ,ΟΙΑ,ΚΥΚΛΑΔΕΣ
84701,ΣΑΝΤΟΡΙΝΗ,ΕΛΛΑΣ,ΣΑΝΤΟΡΙΝΗ,ΚΥΚΛΑΔΕΣ
84700,ΣΑΝΤΟΡΙΝΗ,ΕΛΛΑΣ,ΦΥΡΑ,ΚΥΚΛΑΔΕΣ
84005,ΣΕΡΙΦΟΣ,ΕΛΛΑΣ,ΜΕΓΑΛΟ ΛΙΒΑΔΙ,ΚΥΚΛΑΔΕΣ
84005,ΣΕΡΙΦΟΣ,ΕΛΛΑΣ,ΣΕΡΙΦΟΣ,ΚΥΚΛΑΔΕΣ
62051,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΑΓΙΟ ΠΝΕΥΜΑ,ΣΕΡΡΕΣ
62045,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΑΛΙΣΤΡΑΤΗ,ΣΕΡΡΕΣ
62050,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΓΑΖΩΡΟΣ,ΣΕΡΡΕΣ
62052,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΔΡΑΒΗΣΚΟΣ,ΣΕΡΡΕΣ
62055,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΚΑΤΩ ΠΟΡΟΙΑ,ΣΕΡΡΕΣ
62049,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΜΑΥΡΟΘΑΛΑΣΣΑ,ΣΕΡΡΕΣ
62042,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΝΕΑ ΖΙΧΝΗ,ΣΕΡΡΕΣ
62043,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΝΕΟ ΠΕΤΡΙΤΣΙ,ΣΕΡΡΕΣ
62048,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΠΕΝΤΑΠΟΛΗ,ΣΕΡΡΕΣ
62047,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΠΡΩΤΗ,ΣΕΡΡΕΣ
62041,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΡΟΔΟΛΙΒΟΣ,ΣΕΡΡΕΣ
62053,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΡΟΔΟΠΟΛΗ,ΣΕΡΡΕΣ
62056,ΣΕΡΡΩΝ,ΕΛΛΑΣ,Σ. Σ. ΑΓΓΙΣΤΑΣ,ΣΕΡΡΕΣ
62100,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62121,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62122,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62123,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62124,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62125,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62200,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62300,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62400,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΕΡΡΕΣ,ΣΕΡΡΕΣ
62054,ΣΕΡΡΩΝ,ΕΛΛΑΣ,ΣΤΡΥΜΟΝΙΚΟ,ΣΕΡΡΕΣ
84010,ΣΙΚΙΝΟΣ,ΕΛΛΑΣ,ΣΙΚΙΝΟΣ,ΚΥΚΛΑΔΕΣ
57022,ΣΙΝΔΟΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
57400,ΣΙΝΔΟΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
84003,ΣΙΦΝΟΣ,ΕΛΛΑΣ,ΑΓΙΑ ΜΑΡΙΝΑ,ΚΥΚΛΑΔΕΣ
84003,ΣΙΦΝΟΣ,ΕΛΛΑΣ,ΑΠΟΛΛΩΝΙΑ,ΚΥΚΛΑΔΕΣ
84003,ΣΙΦΝΟΣ,ΕΛΛΑΣ,ΑΡΤΕΜΩΝ,ΚΥΚΛΑΔΕΣ
84003,ΣΙΦΝΟΣ,ΕΛΛΑΣ,ΚΑΜΑΡΕΣ,ΚΥΚΛΑΔΕΣ
84003,ΣΙΦΝΟΣ,ΕΛΛΑΣ,ΚΑΣΤΡΟ,ΚΥΚΛΑΔΕΣ
84003,ΣΙΦΝΟΣ,ΕΛΛΑΣ,ΣΙΦΝΟΣ,ΚΥΚΛΑΔΕΣ
37002,ΣΚΙΑΘΟΣ,ΕΛΛΑΣ,ΣΚΙΑΘΟΣ,ΜΑΓΝΗΣΙΑ
37003,ΣΚΟΠΕΛΟΣ,ΕΛΛΑΣ,ΣΚΟΠΕΛΟΣ,ΜΑΓΝΗΣΙΑ
57002,ΣΟΧΟΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
19004,ΣΠΑΤΑ,ΕΛΛΑΣ,ΣΠΑΤΑ,ΑΤΤΙΚΗ
18050,ΣΠΕΤΣΕΣ,ΕΛΛΑΣ,ΣΠΕΤΣΕΣ,ΑΤΤΙΚΗ
10439,ΣΤ. ΛΑΡΙΣΣΗΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10440,ΣΤ. ΛΑΡΙΣΣΗΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
14575,ΣΤΑΜΑΤΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
57014,ΣΤΑΥΡΟΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
15349,ΣΤΑΥΡΟΣ,ΕΛΛΑΣ,ΣΤΑΥΡΟΣ,ΑΤΤΙΚΗ
56429,ΣΤΑΥΡΟΥΠΟΛΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
56430,ΣΤΑΥΡΟΥΠΟΛΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
56431,ΣΤΑΥΡΟΥΠΟΛΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
56625,ΣΥΚΙΕΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
56626,ΣΥΚΙΕΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
85600,ΣΥΜΗ,ΕΛΛΑΣ,ΣΥΜΗ,ΔΩΔΕΚΑΝΗΣΑ
10562,ΣΥΝΤΑΓΜΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10563,ΣΥΝΤΑΓΜΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
84100,ΣΥΡΟΣ,ΕΛΛΑΣ,ΑΝΩ ΣΥΡΟΣ,ΚΥΚΛΑΔΕΣ
84100,ΣΥΡΟΣ,ΕΛΛΑΣ,ΓΑΛΙΣΑΣ,ΚΥΚΛΑΔΕΣ
84100,ΣΥΡΟΣ,ΕΛΛΑΣ,ΕΡΜΟΥΠΟΛΗ,ΚΥΚΛΑΔΕΣ
84100,ΣΥΡΟΣ,ΕΛΛΑΣ,ΣΥΡΟΣ,ΚΥΚΛΑΔΕΣ
84100,ΣΥΡΟΣ,ΕΛΛΑΣ,ΦΟΙΝΙΚΑΣ,ΚΥΚΛΑΔΕΣ
17778,ΤΑΥΡΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11471,ΤΕΡΜΑ ΙΠΠΟΚΡΑΤΟΥΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11472,ΤΕΡΜΑ ΙΠΠΟΚΡΑΤΟΥΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
85002,ΤΗΛΟΣ,ΕΛΛΑΣ,ΤΗΛΟΣ,ΔΩΔΕΚΑΝΗΣΑ
84201,ΤΗΝΟΣ,ΕΛΛΑΣ,ΠΑΝΟΡΜΟΣ,ΚΥΚΛΑΔΕΣ
84200,ΤΗΝΟΣ,ΕΛΛΑΣ,ΤΗΝΟΣ,ΚΥΚΛΑΔΕΣ
54453,ΤΟΥΜΠΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
54454,ΤΟΥΜΠΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
55337,ΤΡΙΑΝΔΡΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
42034,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΑΓΙΟΦΥΛΛΟ,ΤΡΙΚΑΛΑ
42200,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΚΑΛΑΜΠΑΚΑ,ΤΡΙΚΑΛΑ
42036,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΚΑΣΤΑΝΕΑ,ΤΡΙΚΑΛΑ
42035,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΚΟΝΙΣΚΟΣ,ΤΡΙΚΑΛΑ
42030,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΜΕΓΑΛΑ ΚΑΛΥΒΙΑ,ΤΡΙΚΑΛΑ
42037,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΜΕΣΟΧΩΡΑ,ΤΡΙΚΑΛΑ
42033,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΜΥΡΟΦΥΛΛΟ,ΤΡΙΚΑΛΑ
42300,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΝΕΟΧΩΡΙ,ΤΡΙΚΑΛΑ
42032,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΠΥΛΗ,ΤΡΙΚΑΛΑ
42100,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΤΡΙΚΑΛΑ,ΤΡΙΚΑΛΑ
42031,ΤΡΙΚΑΛΩΝ,ΕΛΛΑΣ,ΦΑΡΚΑΔΩΝΑ,ΤΡΙΚΑΛΑ
18040,ΥΔΡΑ,ΕΛΛΑΣ,ΥΔΡΑ,ΑΤΤΙΚΗ
35017,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΦΘΙΩΤ,ΦΘΙΩΤΙΔΑ
35006,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,ΦΘΙΩΤΙΔΑ
35002,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΑΜΦΙΚΛΕΙΑ,ΦΘΙΩΤΙΔΑ
35014,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΑΝΘΗΛΗ,ΦΘΙΩΤΙΔΑ
35200,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΑΤΑΛΑΝΤΗ,ΦΘΙΩΤΙΔΑ
35018,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΓΑΡΔΙΚΙ,ΦΘΙΩΤΙΔΑ
35010,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΔΟΜΟΚΟΣ,ΦΘΙΩΤΙΔΑ
35004,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΕΛΑΤΕΙΑ,ΦΘΙΩΤΙΔΑ
35008,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΚΑΜΜΕΝΑ ΒΟΥΡΛΑ,ΦΘΙΩΤΙΔΑ
35015,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΚΑΤΩ ΤΙΘΩΡΕΑ,ΦΘΙΩΤΙΔΑ
35011,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΛΑΜΙΑ,ΦΘΙΩΤΙΔΑ
35100,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΛΑΜΙΑ,ΦΘΙΩΤΙΔΑ
35012,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΛΑΡΥΜΝΑ,ΦΘΙΩΤΙΔΑ
35007,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΛΙΒΑΝΑΤΕΣ,ΦΘΙΩΤΙΔΑ
35001,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΜΑΛΕΣΙΝΑ,ΦΘΙΩΤΙΔΑ
35005,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΜΑΡΤΙΝΟ,ΦΘΙΩΤΙΔΑ
35009,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΜΩΛΟΣ,ΦΘΙΩΤΙΔΑ
35013,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΠΕΛΑΣΓΙΑ,ΦΘΙΩΤΙΔΑ
35003,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΣΠΕΡΧΕΙΑΔΑ,ΦΘΙΩΤΙΔΑ
35300,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΣΤΥΛΙΔΑ,ΦΘΙΩΤΙΔΑ
35016,ΦΘΙΩΤΙΔΑΣ,ΕΛΛΑΣ,ΥΠΑΤΗ,ΦΘΙΩΤΙΔΑ
15237,ΦΙΛΟΘΕΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
53077,ΦΛΩΡΙΝΑΣ,ΕΛΛΑΣ,ΑΓΙΟΣ ΓΕΡΜΑΝΟΣ,ΦΛΩΡΙΝΑ
53200,ΦΛΩΡΙΝΑΣ,ΕΛΛΑΣ,ΑΜΥΝΤΑΙΟ,ΦΛΩΡΙΝΑ
53076,ΦΛΩΡΙΝΑΣ,ΕΛΛΑΣ,ΑΝΤΑΡΤΙΚΟ,ΦΛΩΡΙΝΑ
53074,ΦΛΩΡΙΝΑΣ,ΕΛΛΑΣ,ΒΕΥΗ,ΦΛΩΡΙΝΑ
